,a,b_x,c_x,d_x,e,f,g,h,i,j,k,b_y,c_y,d_y,string
336,Lund_00151,City,Town,Town square,Tree,Plaza,Public space,Human settlement,Building,Mixed-use,Street,"‘é"" [N","‘é"" [N", Aug 2018,"City,Town,Town square,Tree,Plaza,Public space,Human settlement,Building,Mixed-use,Street"
337,Lund_01925,Town,City,Human settlement,Building,Downtown,Plaza,Public space,Architecture,Mixed-use,Urban area,Stortorget,Florian Weissbac, Aug 2018,"Town,City,Human settlement,Building,Downtown,Plaza,Public space,Architecture,Mixed-use,Urban area"
338,Lund_02372,Hay,Field,Rural area,Straw,Grass,Farm,Sky,Plain,Landscape,Plant,N[ AT T T,i\ Bengt Jiirs, Aug 2014,"Hay,Field,Rural area,Straw,Grass,Farm,Sky,Plain,Landscape,Plant"
339,Lund_01439,Landmark,Architecture,Building,Medieval architecture,Town,Urban area,Stately home,Tree,Brick,City,[T TV HTET 3 T,a Abubakar M, Aug 2017,"Landmark,Architecture,Building,Medieval architecture,Town,Urban area,Stately home,Tree,Brick,City"
340,Lund_01188,Public space,Sky,Building,Plaza,Town square,City,Architecture,Town,Human settlement,Estate,A  Alejandro Carrillc,A  Alejandro Carrillc, Aug 2016,"Public space,Sky,Building,Plaza,Town square,City,Architecture,Town,Human settlement,Estate"
341,Lund_00218,Night,Light,Lighting,Architecture,Building,Facade,House,City,Hotel,,"‘é"" [N","‘é"" [N", Aug 2018,
342,Lund_01727,Body of water,Waterway,Water,River,Canal,Tree,Reflection,Natural landscape,Bank,Sky,,, Aug 2017,"Body of water,Waterway,Water,River,Canal,Tree,Reflection,Natural landscape,Bank,Sky"
343,Lund_01789,Town,City,Human settlement,Public space,Tourism,Landmark,Pedestrian,Town square,Architecture,Building,[T TV HTET 3 T,a Abubakar M, Aug 2017,"Town,City,Human settlement,Public space,Tourism,Landmark,Pedestrian,Town square,Architecture,Building"
344,Lund_01688,House,Property,Building,Home,Cottage,Architecture,Rural area,Tree,Real estate,Farmhouse,Locus Peccatorum -,Vladislav Juricky, Aug 2013,"House,Property,Building,Home,Cottage,Architecture,Rural area,Tree,Real estate,Farmhouse"
345,Lund_00152,Public space,Building,Human settlement,Architecture,City,College,Campus,Tree,Walking,Tourism,"‘é"" [N","‘é"" [N", Aug 2018,"Public space,Building,Human settlement,Architecture,City,College,Campus,Tree,Walking,Tourism"
346,Lund_02053,Architecture,Landmark,Building,Sky,Steeple,Spire,Facade,Tourism,Church,City,Lund Cathedral,Q Joost van der Ga, Aug 2016,"Architecture,Landmark,Building,Sky,Steeple,Spire,Facade,Tourism,Church,City"
347,Lund_01623,Town,Building,City,Human settlement,Architecture,Landmark,Public space,Street,Neighbourhood,Cobblestone,[T TV HTET 3 T,a Abubakar M, Aug 2017,"Town,Building,City,Human settlement,Architecture,Landmark,Public space,Street,Neighbourhood,Cobblestone"
348,Lund_01066,Landmark,Building,Architecture,Sky,Town,Facade,City,Tower,Church,Cathedral,Lund Cathedral,@ (LTI, Aug 2017,"Landmark,Building,Architecture,Sky,Town,Facade,City,Tower,Church,Cathedral"
349,Lund_01909,Body of water,Natural landscape,Nature,Bank,Vegetation,Water,Pond,Nature reserve,Natural environment,River,Stadsparken,51. Maziar Haghpan:, Aug 2017,"Body of water,Natural landscape,Nature,Bank,Vegetation,Water,Pond,Nature reserve,Natural environment,River"
350,Lund_00740,Building,Landmark,Architecture,Church,Parish,Medieval architecture,Place of worship,Brick,Chapel,Tree,[T TV HTET 3 T,a Abubakar M, Aug 2017,"Building,Landmark,Architecture,Church,Parish,Medieval architecture,Place of worship,Brick,Chapel,Tree"
351,Lund_01720,Landmark,Building,Palace,Architecture,Estate,Mansion,Classical architecture,House,Sky,Stately home,Lundagérd 9,LETEY T, Aug 2013,"Landmark,Building,Palace,Architecture,Estate,Mansion,Classical architecture,House,Sky,Stately home"
352,Lund_00440,Building,Estate,Property,Mansion,Palace,Stately home,Manor house,Architecture,Official residence,House,Lundagérd,""" Andi Varn Johani", Aug 2011,"Building,Estate,Property,Mansion,Palace,Stately home,Manor house,Architecture,Official residence,House"
353,Lund_01075,Building,Landmark,Property,Architecture,Estate,Palace,Mansion,Classical architecture,Sky,House,Lundagérd,‘a Sapkaris Nikolao, Aug 2018,"Building,Landmark,Property,Architecture,Estate,Palace,Mansion,Classical architecture,Sky,House"
354,Lund_01690,Estate,Mansion,Landmark,Property,Building,Architecture,House,Palace,Official residence,Tree,[TV T,Carlos Velasco, Aug 2015,"Estate,Mansion,Landmark,Property,Building,Architecture,House,Palace,Official residence,Tree"
355,Lund_00039,Building,Property,House,Architecture,Town,Facade,Home,Medieval architecture,Estate,Almshouse,@ Arlette Codnich,@ Arlette Codnich, Aug 2013,"Building,Property,House,Architecture,Town,Facade,Home,Medieval architecture,Estate,Almshouse"
356,Lund_02832,Aerial photography,Residential area,Suburb,Bird's-eye view,Metropolitan area,Urban area,Neighbourhood,Urban design,City,Human settlement,Lundagérd 8,@ Daniel Klein, Aug 2018,"Aerial photography,Residential area,Suburb,Bird's-eye view,Metropolitan area,Urban area,Neighbourhood,Urban design,City,Human settlement"
357,Lund_01339,Building,Estate,Landmark,Property,Palace,Mansion,Architecture,Stately home,Château,Official residence,qﬁi Maxime LMA,qﬁi Maxime LMA, Aug 2018,"Building,Estate,Landmark,Property,Palace,Mansion,Architecture,Stately home,Château,Official residence"
358,Lund_02757,Body of water,Water,Bank,Natural landscape,Water resources,Lake,Vegetation,Reservoir,Natural environment,Pond,Alexanders Golv & K,zg{ Bygg Alexander, Aug 2016,"Body of water,Water,Bank,Natural landscape,Water resources,Lake,Vegetation,Reservoir,Natural environment,Pond"
359,Lund_02149,Property,Building,House,Real estate,Architecture,Neighbourhood,Residential area,Apartment,Home,Estate,OLYMPUS DIGITAL C,Anna Lagerkvist, Aug 2003,"Property,Building,House,Real estate,Architecture,Neighbourhood,Residential area,Apartment,Home,Estate"
360,Lund_00904,Landmark,Architecture,Building,Tree,Sky,Château,Botany,Estate,Steeple,House,Lundagérd 9,@ EONE Y, Aug 2018,"Landmark,Architecture,Building,Tree,Sky,Château,Botany,Estate,Steeple,House"
361,Lund_00205,Tree,Public space,Urban area,Town,Neighbourhood,Human settlement,Street,Mode of transport,City,Woody plant,"‘é"" [N","‘é"" [N", Aug 2018,"Tree,Public space,Urban area,Town,Neighbourhood,Human settlement,Street,Mode of transport,City,Woody plant"
362,Lund_00068,Water transportation,Marina,Boat,Vehicle,Waterway,Dock,Boating,Watercraft,Harbor,Nonbuilding structure,"‘é"" [N","‘é"" [N", Aug 2018,"Water transportation,Marina,Boat,Vehicle,Waterway,Dock,Boating,Watercraft,Harbor,Nonbuilding structure"
363,Lund_01813,Public space,Tree,Botanical garden,Botany,Garden,Park,Landscape,Landscaping,Grass,Architecture,Lundagérd 9,—i' BTy S, Aug 2018,"Public space,Tree,Botanical garden,Botany,Garden,Park,Landscape,Landscaping,Grass,Architecture"
364,Lund_01477,Water,Botany,Water resources,Architecture,Tree,Botanical garden,Garden,Reflecting pool,Park,Plant,Lundagérd 9,C  Colin Nelson, Aug 2018,"Water,Botany,Water resources,Architecture,Tree,Botanical garden,Garden,Reflecting pool,Park,Plant"
365,Lund_02893,Vegetation,Water,Nature reserve,Tree,Botany,Pond,Bank,Botanical garden,House,River,Botanical Garden,;g. Mykola Kondrate, Aug 2018,"Vegetation,Water,Nature reserve,Tree,Botany,Pond,Bank,Botanical garden,House,River"
366,Lund_02080,Botany,Estate,Building,Architecture,Fountain,Garden,Tree,Hacienda,Botanical garden,Water feature,Lundagérd,""" Andi Varn Johani", Aug 2011,"Botany,Estate,Building,Architecture,Fountain,Garden,Tree,Hacienda,Botanical garden,Water feature"
367,Lund_01990,Landmark,Building,Estate,Mansion,Sky,Architecture,Palace,House,Tree,Stately home,Anna Welander T,Anna Welander T, Aug 2016,"Landmark,Building,Estate,Mansion,Sky,Architecture,Palace,House,Tree,Stately home"
368,Lund_02354,Natural landscape,Nature,Nature reserve,Watercourse,Vegetation,Water resources,Bank,Natural environment,Stream,Water,Rinnebick Gorge : H,Q Ani Vera, Aug 2017,"Natural landscape,Nature,Nature reserve,Watercourse,Vegetation,Water resources,Bank,Natural environment,Stream,Water"
369,Lund_01335,Landmark,Building,Architecture,Medieval architecture,Sky,Classical architecture,Facade,Church,Place of worship,Cathedral,Lund Cathedral,A Ayu Hjalmarsson, Aug 2017,"Landmark,Building,Architecture,Medieval architecture,Sky,Classical architecture,Facade,Church,Place of worship,Cathedral"
370,Lund_01212,Building,Public space,Property,City,Tree,Architecture,Human settlement,Town,Campus,Neighbourhood,Lundagérd,‘i\; MONICA MARIN(, Aug 2017,"Building,Public space,Property,City,Tree,Architecture,Human settlement,Town,Campus,Neighbourhood"
371,Lund_00096,Building,Medieval architecture,Town,Architecture,Church,Brick,Facade,Almshouse,Historic site,Photography,"‘é"" [N","‘é"" [N", Aug 2018,"Building,Medieval architecture,Town,Architecture,Church,Brick,Facade,Almshouse,Historic site,Photography"
372,Lund_01900,Construction,Urban area,Roof,Reinforced concrete,Urban design,Architecture,Condominium,City,Building,Concrete,Ideon Science Park,Ricardo Mendes, Aug 2017,"Construction,Urban area,Roof,Reinforced concrete,Urban design,Architecture,Condominium,City,Building,Concrete"
373,Lund_02236,Natural landscape,Tree,Nature reserve,Natural environment,Vegetation,Grass,Land lot,Biome,Pasture,Bank,Rinnebick Gorge : H,Q Ani Vera, Aug 2017,"Natural landscape,Tree,Nature reserve,Natural environment,Vegetation,Grass,Land lot,Biome,Pasture,Bank"
374,Lund_01507,Urban design,Architecture,Parking lot,Landscape,Traffic,Building,Vehicle,Thoroughfare,City,Road,Lund travel 3,j BN, Aug 2011,"Urban design,Architecture,Parking lot,Landscape,Traffic,Building,Vehicle,Thoroughfare,City,Road"
375,Lund_02590,Transport,Architecture,Sky,Building,Commercial building,Company,Facade,Vehicle,City,,- [I1ET T,” Hannes Carlsted, Aug 2018,
376,Lund_02781,Sky,Cloud,Hill,Horizon,Grass,Meadow,Rural area,Atmosphere,Grassland,Urban area,Klosteréingshdjden,Klosteréingshdjden, Aug 2016,"Sky,Cloud,Hill,Horizon,Grass,Meadow,Rural area,Atmosphere,Grassland,Urban area"
377,Lund_00090,Vegetation,Nature reserve,Tree,Nature,Green,Natural environment,Trail,Natural landscape,Forest,Jungle,"‘é"" [N","‘é"" [N", Aug 2018,"Vegetation,Nature reserve,Tree,Nature,Green,Natural environment,Trail,Natural landscape,Forest,Jungle"
378,Lund_01609,Classical architecture,Landmark,Architecture,Building,Facade,Sky,Palace,City,House,Tourist attraction,Lundagérd 9,*9 Bogdan Tatar, Aug 2018,"Classical architecture,Landmark,Architecture,Building,Facade,Sky,Palace,City,House,Tourist attraction"
379,Lund_02356,Grassland,Natural landscape,Natural environment,Prairie,Pasture,Land lot,Plain,Meadow,Vegetation,Field,Klosteréingshdjden,T Toheed Q, Aug 2016,"Grassland,Natural landscape,Natural environment,Prairie,Pasture,Land lot,Plain,Meadow,Vegetation,Field"
380,Lund_01707,Landmark,Mansion,Building,Sky,Architecture,Estate,Home,Official residence,House,Presidential palace,Lundagérd ¢,Matt Kucinsky, Aug 2015,"Landmark,Mansion,Building,Sky,Architecture,Estate,Home,Official residence,House,Presidential palace"
381,Lund_00680,Building,Architecture,Landmark,Property,Town,Facade,House,City,Medieval architecture,Urban area,Juridiska institutione,EEF S, Aug 2016,"Building,Architecture,Landmark,Property,Town,Facade,House,City,Medieval architecture,Urban area"
382,Lund_01912,Property,Building,Architecture,House,Town,Residential area,Home,Real estate,Commercial building,Neighbourhood,Lunds universitet Ke,Meta Larsson, Aug 2017,"Property,Building,Architecture,House,Town,Residential area,Home,Real estate,Commercial building,Neighbourhood"
383,Lund_01251,Estate,Landmark,Building,Mansion,House,Sky,Architecture,Château,Stately home,Manor house,Stadsparken,Banepus Taxkof, Aug 2016,"Estate,Landmark,Building,Mansion,House,Sky,Architecture,Château,Stately home,Manor house"
384,Lund_01697,Property,House,Building,Architecture,Estate,Real estate,Home,Mansion,Roof,Residential area,Kulturen |,Kulturen |, Aug 2016,"Property,House,Building,Architecture,Estate,Real estate,Home,Mansion,Roof,Residential area"
385,Lund_02819,Estate,Building,Mansion,Landmark,Palace,Castle,Architecture,Château,Stately home,Official residence,Lundagérd,G) loanna Giannopo, Aug 2016,"Estate,Building,Mansion,Landmark,Palace,Castle,Architecture,Château,Stately home,Official residence"
386,Lund_02324,Land lot,Grassland,Grass,Natural landscape,Natural environment,Sky,Grass family,Meadow,Farm,Field,CircleK,e Thanon Shamel, Aug 2016,"Land lot,Grassland,Grass,Natural landscape,Natural environment,Sky,Grass family,Meadow,Farm,Field"
387,Lund_00794,Building,Landmark,Architecture,Palace,Château,Property,Facade,Estate,Stately home,Classical architecture,Lundagérd,G  Giliana Gallegra, Aug 2018,"Building,Landmark,Architecture,Palace,Château,Property,Facade,Estate,Stately home,Classical architecture"
388,Lund_01263,Landmark,Building,Architecture,Town,Sky,Tower,City,Facade,Historic site,Medieval architecture,Lund Cathedral c,Martin Dérner, Aug 2017,"Landmark,Building,Architecture,Town,Sky,Tower,City,Facade,Historic site,Medieval architecture"
389,Lund_01036,Medieval architecture,Castle,Building,Fortification,Wall,Architecture,Property,Historic site,Estate,Stately home,Lundagérd,""" Andi Varn Johani", Aug 2011,"Medieval architecture,Castle,Building,Fortification,Wall,Architecture,Property,Historic site,Estate,Stately home"
390,Lund_01486,Garden,Botanical garden,Property,Natural landscape,Lawn,Grass,Landscape,Shrub,Landscaping,Botany,Botanical Garden,M @ Michael Sturaro, Aug 2016,"Garden,Botanical garden,Property,Natural landscape,Lawn,Grass,Landscape,Shrub,Landscaping,Botany"
391,Lund_00738,Building,Classical architecture,Mansion,Architecture,Landmark,Palace,Estate,House,Official residence,Sky,Lundagérd,G  Giliana Gallegra, Aug 2018,"Building,Classical architecture,Mansion,Architecture,Landmark,Palace,Estate,House,Official residence,Sky"
392,Lund_02164,Architecture,Property,House,Building,Roof,Church,Home,Facade,Steeple,Brick,Kulturen,Martin Olsen, Aug 2017,"Architecture,Property,House,Building,Roof,Church,Home,Facade,Steeple,Brick"
393,Lund_02384,Sky,Cloud,Field,Cumulus,Daytime,Natural landscape,Tree,Farm,Horizon,Rural area,Northward view at Lt,S Sanbao Xu, Aug 2013,"Sky,Cloud,Field,Cumulus,Daytime,Natural landscape,Tree,Farm,Horizon,Rural area"
394,Lund_01487,Nature,Water resources,Pond,Natural landscape,Nature reserve,Fish pond,Reservoir,Watercourse,Botany,Water,Stadsparken,Parashar Dhapol, Aug 2017,"Nature,Water resources,Pond,Natural landscape,Nature reserve,Fish pond,Reservoir,Watercourse,Botany,Water"
395,Lund_01013,Property,Building,Architecture,Medieval architecture,House,Roof,Estate,Château,Facade,Historic site,Kulturen |,Kulturen |, Aug 2016,"Property,Building,Architecture,Medieval architecture,House,Roof,Estate,Château,Facade,Historic site"
396,Lund_02844,Classical architecture,Building,Landmark,Architecture,Mansion,Palace,Estate,Official residence,Facade,Stately home,Restaurang & Café S,Marie Olsson, Aug 2016,"Classical architecture,Building,Landmark,Architecture,Mansion,Palace,Estate,Official residence,Facade,Stately home"
397,Lund_01962,Landmark,Building,Architecture,Town,Church,Sky,City,Medieval architecture,Urban area,Facade,Lundagérd,Ronan Watson, Aug 2017,"Landmark,Building,Architecture,Town,Church,Sky,City,Medieval architecture,Urban area,Facade"
398,Lund_00227,Building,Estate,Mansion,Property,Landmark,Palace,Architecture,Official residence,House,Classical architecture,Lundagérd 9,A) Anna Riggio, Aug 2018,"Building,Estate,Mansion,Property,Landmark,Palace,Architecture,Official residence,House,Classical architecture"
399,Lund_02252,Building,Architecture,Facade,Commercial building,Sky,Company,Mixed-use,Vehicle,Car,Corporate headquarters,Malte Lewan,Malte Lewan, Aug 2016,"Building,Architecture,Facade,Commercial building,Sky,Company,Mixed-use,Vehicle,Car,Corporate headquarters"
400,Lund_01985,Medieval architecture,Wall,Building,Architecture,Brick,Facade,Brickwork,Church,Historic site,House,,, Aug 2016,"Medieval architecture,Wall,Building,Architecture,Brick,Facade,Brickwork,Church,Historic site,House"
401,Lund_02639,Vehicle,Transport,Motor vehicle,Car,Building,,,,,,CircleK,. Mats Andersson, Aug 2017,
402,Lund_01935,Building,Property,Architecture,Palace,Mansion,Plaza,Classical architecture,Estate,Tourism,City,Lundagérd,LGB AN, Aug 2017,"Building,Property,Architecture,Palace,Mansion,Plaza,Classical architecture,Estate,Tourism,City"
403,Lund_03184,Estate,Property,Building,Mansion,Architecture,House,Official residence,Sky,Palace,Home,Lundagérd 9,@ Daniel Klein, Aug 2018,"Estate,Property,Building,Mansion,Architecture,House,Official residence,Sky,Palace,Home"
404,Lund_01193,Medieval architecture,Architecture,Landmark,Building,Classical architecture,Historic site,Place of worship,Church,Byzantine architecture,Facade,Lund Cathedral,A  Alejandro Carrillc, Aug 2016,"Medieval architecture,Architecture,Landmark,Building,Classical architecture,Historic site,Place of worship,Church,Byzantine architecture,Facade"
405,Lund_00146,Landmark,Architecture,Building,Medieval architecture,Church,Place of worship,Facade,Steeple,Cathedral,Spire,! Tom Jirdcek,! Tom Jirdcek, Aug 2017,"Landmark,Architecture,Building,Medieval architecture,Church,Place of worship,Facade,Steeple,Cathedral,Spire"
406,Lund_00781,Estate,Building,Mansion,Palace,Property,Château,Architecture,Landmark,Stately home,House,Lundagérd 9,S  Sheila Sang, Aug 2018,"Estate,Building,Mansion,Palace,Property,Château,Architecture,Landmark,Stately home,House"
407,Lund_02036,Sky,Cloud,Water,Reflection,Architecture,River,Morning,Waterway,Evening,Atmosphere,Nova,Leif Tomas Olssc, Aug 2017,"Sky,Cloud,Water,Reflection,Architecture,River,Morning,Waterway,Evening,Atmosphere"
408,Lund_00135,Property,House,Cottage,Home,Building,Real estate,Farmhouse,Roof,Estate,Tree,"‘é"" [N","‘é"" [N", Aug 2018,"Property,House,Cottage,Home,Building,Real estate,Farmhouse,Roof,Estate,Tree"
409,Lund_01450,Water,Botany,Garden,Tree,Botanical garden,Pond,Architecture,Reflecting pool,Fountain,Grass,Lundagérd,Lukas Kriechbau, Aug 2017,"Water,Botany,Garden,Tree,Botanical garden,Pond,Architecture,Reflecting pool,Fountain,Grass"
410,Lund_00870,Building,Estate,Property,Mansion,House,Architecture,Landmark,Stately home,Home,Manor house,Lundagérd 9,@ Daniel Klein, Aug 2018,"Building,Estate,Property,Mansion,House,Architecture,Landmark,Stately home,Home,Manor house"
411,Lund_00059,Property,Landmark,Building,Estate,Statue,Sculpture,Architecture,Mansion,House,Stately home,"‘é"" [N","‘é"" [N", Aug 2018,"Property,Landmark,Building,Estate,Statue,Sculpture,Architecture,Mansion,House,Stately home"
412,Lund_00679,Landmark,Building,Architecture,Medieval architecture,Estate,Tower,Historic site,Château,Tourist attraction,Stately home,Lundagérd,ESRVNTISVIN: Y, Aug 2017,"Landmark,Building,Architecture,Medieval architecture,Estate,Tower,Historic site,Château,Tourist attraction,Stately home"
413,Lund_01451,Estate,Property,Landmark,Mansion,Building,Architecture,Garden,Sky,House,Botany,Lundagard ¢,Lundagard ¢, Aug 2016,"Estate,Property,Landmark,Mansion,Building,Architecture,Garden,Sky,House,Botany"
414,Lund_00815,Landmark,Town,Building,Architecture,Human settlement,City,Plaza,Facade,Palace,Statue,[T TV HTET 3 T,a Abubakar M, Aug 2017,"Landmark,Town,Building,Architecture,Human settlement,City,Plaza,Facade,Palace,Statue"
415,Lund_01595,Urban area,City,Metropolitan area,Town,Human settlement,Building,Property,Roof,Sky,Residential area,[TV T :,qf‘gu Kaveh Kamran, Aug 2017,"Urban area,City,Metropolitan area,Town,Human settlement,Building,Property,Roof,Sky,Residential area"
416,Lund_02159,Building,Landmark,Architecture,Town,City,Human settlement,Town square,Facade,Sky,Plaza,Lundagérd 9,éb e, Aug 2014,"Building,Landmark,Architecture,Town,City,Human settlement,Town square,Facade,Sky,Plaza"
417,Lund_01445,Property,Building,Estate,House,Architecture,Tree,Stately home,Sky,Grass,Manor house,University Library,A  Alejandro Carrillc, Aug 2016,"Property,Building,Estate,House,Architecture,Tree,Stately home,Sky,Grass,Manor house"
418,Lund_02017,Body of water,Waterway,Canal,Water,Water transportation,Sky,River,Bridge,Channel,Town,Coop Konsum,J  Janus sobrzezeje, Aug 2018,"Body of water,Waterway,Canal,Water,Water transportation,Sky,River,Bridge,Channel,Town"
419,Lund_00232,Lighting,Night,Building,Architecture,Tree,Metropolitan area,City,Light fixture,Metropolis,Restaurant,"‘é"" [N","‘é"" [N", Aug 2018,"Lighting,Night,Building,Architecture,Tree,Metropolitan area,City,Light fixture,Metropolis,Restaurant"
420,Lund_01166,Estate,Property,Mansion,Building,House,Palace,Stately home,Official residence,Manor house,Château,Lundagérd,",jfa Lucian Gevelegia", Aug 2008,"Estate,Property,Mansion,Building,House,Palace,Stately home,Official residence,Manor house,Château"
421,Lund_01911,Landmark,Building,Architecture,Sky,Property,Town,Tree,Estate,Grass,House,Forenom Aparthotel,l0nus MNonskosa, Aug 2017,"Landmark,Building,Architecture,Sky,Property,Town,Tree,Estate,Grass,House"
422,Lund_00995,Property,Estate,House,Natural landscape,Château,Building,Manor house,Mansion,Tree,Botany,Botanical Garden,S  Sheila Sang, Aug 2018,"Property,Estate,House,Natural landscape,Château,Building,Manor house,Mansion,Tree,Botany"
423,Lund_02904,Sky,Blue,Horizon,Cloud,Grass,Grassland,Tree,Land lot,Urban area,Rural area,Klosteréingshdjden,Klosteréingshdjden, Aug 2016,"Sky,Blue,Horizon,Cloud,Grass,Grassland,Tree,Land lot,Urban area,Rural area"
424,Lund_00377,Estate,Building,Property,Mansion,Landmark,Palace,Stately home,Manor house,Architecture,Château,Lundagérd,L) UIf Zimmermann, Aug 2018,"Estate,Building,Property,Mansion,Landmark,Palace,Stately home,Manor house,Architecture,Château"
425,Lund_02605,Humpback bridge,Water,Tree,Water resources,Rock,Infrastructure,Architecture,Arch,Tunnel,Watercourse,Rinnebick Gorge,Q Daniel Nilsson, Aug 2018,"Humpback bridge,Water,Tree,Water resources,Rock,Infrastructure,Architecture,Arch,Tunnel,Watercourse"
426,Lund_00041,Town,City,Building,Human settlement,Transport,Neighbourhood,Architecture,Downtown,Urban area,Street,"‘é"" [N","‘é"" [N", Aug 2018,"Town,City,Building,Human settlement,Transport,Neighbourhood,Architecture,Downtown,Urban area,Street"
427,Lund_01389,Landmark,Architecture,Building,Sky,Medieval architecture,Town,Church,City,Classical architecture,Cathedral,[T T o1 T 1T,E ) Eve Fox, Aug 2018,"Landmark,Architecture,Building,Sky,Medieval architecture,Town,Church,City,Classical architecture,Cathedral"
428,Lund_00154,Marina,Waterway,Dock,Harbor,Port,Sky,Architecture,Infrastructure,City,Vehicle,"‘é"" [N","‘é"" [N", Aug 2018,"Marina,Waterway,Dock,Harbor,Port,Sky,Architecture,Infrastructure,City,Vehicle"
429,Lund_00175,Building,Architecture,Landmark,Property,Tree,House,Mansion,Church,Estate,Stately home,‘i’) [N,‘i’) [N, Aug 2018,"Building,Architecture,Landmark,Property,Tree,House,Mansion,Church,Estate,Stately home"
430,Lund_01874,Property,Estate,Building,House,Home,Manor house,Mansion,Real estate,Grass,Almshouse,Kulturen,CamodJan, Aug 2016,"Property,Estate,Building,House,Home,Manor house,Mansion,Real estate,Grass,Almshouse"
431,Lund_00369,Building,Architecture,Landmark,Property,Tree,Medieval architecture,Church,Grass,Estate,Sky,Lundagérd,C Carmelo Pellegri, Aug 2017,"Building,Architecture,Landmark,Property,Tree,Medieval architecture,Church,Grass,Estate,Sky"
432,Lund_01347,Urban area,City,Metropolitan area,Town,Roof,Human settlement,Building,Landmark,Cityscape,Suburb,[TV T :,qf‘gu Kaveh Kamran, Aug 2017,"Urban area,City,Metropolitan area,Town,Roof,Human settlement,Building,Landmark,Cityscape,Suburb"
433,Lund_00505,Classical architecture,Building,Landmark,Architecture,Palace,Facade,City,Château,Official residence,Town square,Lundagérd 9,@ Rene Wagner, Aug 2017,"Classical architecture,Building,Landmark,Architecture,Palace,Facade,City,Château,Official residence,Town square"
434,Lund_02495,Vegetation,Natural landscape,Nature,Nature reserve,Natural environment,Wilderness,Highland,Plant community,Shrubland,Hill,Rinnebick Gorge : H,Q Ani Vera, Aug 2017,"Vegetation,Natural landscape,Nature,Nature reserve,Natural environment,Wilderness,Highland,Plant community,Shrubland,Hill"
435,Lund_00973,Landmark,Medieval architecture,Architecture,Building,Church,Place of worship,Classical architecture,Spire,Cathedral,Steeple,Lundagérd,@ Sean MacMullan, Aug 2015,"Landmark,Medieval architecture,Architecture,Building,Church,Place of worship,Classical architecture,Spire,Cathedral,Steeple"
436,Lund_01768,Classical architecture,Building,Landmark,Palace,Architecture,Facade,Château,Presidential palace,Official residence,House,[T TV HTET 3 T,a Abubakar M, Aug 2017,"Classical architecture,Building,Landmark,Palace,Architecture,Facade,Château,Presidential palace,Official residence,House"
437,Lund_01340,Property,Garden,House,Estate,Botany,Spring,Building,Home,Plant,Botanical garden,Botanical Garden,Olga Bachkala, Aug 2016,"Property,Garden,House,Estate,Botany,Spring,Building,Home,Plant,Botanical garden"
438,Lund_02723,Natural landscape,Waterway,Water resources,Water,River,Grass family,Grass,Bank,Reservoir,Lake,. Vahid Asgari,. Vahid Asgari, Aug 2017,"Natural landscape,Waterway,Water resources,Water,River,Grass family,Grass,Bank,Reservoir,Lake"
439,Lund_00344,Building,Estate,Property,Mansion,Stately home,Château,Manor house,Palace,Architecture,Historic house,Bantorget,Q Kim van Waarder, Aug 2016,"Building,Estate,Property,Mansion,Stately home,Château,Manor house,Palace,Architecture,Historic house"
440,Lund_02698,Property,Building,Architecture,Tree,House,Neighbourhood,Real estate,Estate,Home,Grass,Asylen,@ BN PN R, Aug 2017,"Property,Building,Architecture,Tree,House,Neighbourhood,Real estate,Estate,Home,Grass"
441,Lund_01803,Medieval architecture,Architecture,Building,Landmark,Church,Place of worship,Facade,Steeple,Spire,Sky,Lund Cathedral,Oldfich Kamensk, Aug 2018,"Medieval architecture,Architecture,Building,Landmark,Church,Place of worship,Facade,Steeple,Spire,Sky"
442,Lund_00031,Building,Classical architecture,Architecture,Landmark,Property,Facade,Official residence,Palace,Courthouse,Mansion,"‘é"" [N","‘é"" [N", Aug 2018,"Building,Classical architecture,Architecture,Landmark,Property,Facade,Official residence,Palace,Courthouse,Mansion"
443,Lund_02804,Landmark,Building,Architecture,Town,Sky,City,Human settlement,Tower,Steeple,Medieval architecture,A LG,& Victor Kalbskopf, Aug 2016,"Landmark,Building,Architecture,Town,Sky,City,Human settlement,Tower,Steeple,Medieval architecture"
444,Lund_02594,Building,Boutique,Retail,Outlet store,Room,Marketplace,Bazaar,Shopping,Closet,,Hep Cat Store,‘4 »i Martin Lannerés, Aug 2018,
445,Lund_00470,Landmark,Building,Architecture,Medieval architecture,Classical architecture,Church,Steeple,Place of worship,Spire,Facade,Liberiet,qﬁi Maxime LMA, Aug 2018,"Landmark,Building,Architecture,Medieval architecture,Classical architecture,Church,Steeple,Place of worship,Spire,Facade"
446,Lund_00204,Landmark,Architecture,Tree,Building,Town,Sky,Medieval architecture,City,Plant,Night,"‘é"" [N","‘é"" [N", Aug 2018,"Landmark,Architecture,Tree,Building,Town,Sky,Medieval architecture,City,Plant,Night"
447,Lund_00897,Landmark,Building,Mansion,Architecture,Estate,Palace,Stately home,Sky,Classical architecture,Official residence,Lundagérd 9,e 3 o, Aug 2017,"Landmark,Building,Mansion,Architecture,Estate,Palace,Stately home,Sky,Classical architecture,Official residence"
